trip_distance,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,imp_surcharge,total_amount,pickup_location_id,dropoff_location_id,month,day,day_of_week,hour_of_day,trip_duration
8.6,1,31,0,0.5,5.8,0,0.3,37.6,237,231,5,15,1,16,1232
16.3,1,45.5,0,0.5,9.26,0,0.3,55.56,138,14,1,28,6,18,1247
8.8,1,29,0,0.5,8.85,5.76,0.3,44.41,264,264,3,28,2,8,1341
7.4,2,22,0,0.5,0,0,0.3,22.8,141,65,6,17,6,9,3428
12.2,1,38,0,0.5,11.1,5.76,0.3,55.66,138,48,4,16,0,13,1459
11,1,32.5,0,0.5,5.86,5.76,0.3,44.92,138,162,12,10,0,15,2194
6.08,1,23,0,0.5,4.76,0,0.3,28.56,74,100,9,12,2,7,1813
9.4,1,30.5,0,0.5,9.25,5.76,0.3,46.31,230,138,10,5,4,13,1701
4.6,2,22.5,0.5,0.5,0,0,0.3,23.8,230,232,8,10,4,20,2463
3.3,1,25,0,0.5,5.16,0,0.3,30.96,239,161,3,17,5,10,815
8.4,1,31,0,0.5,4.2,0,0.3,36,239,87,5,24,3,8,1888
6.77,1,23,0.5,0.5,4.86,0,0.3,29.16,239,244,4,7,5,0,1228
9.85,1,34,0.5,0.5,7.06,0,0.3,42.36,161,181,2,6,1,20,1650
3.3,1,23.5,0,0.5,4,0,0.3,28.3,170,114,11,7,2,10,2691
11.62,1,41,0,0.5,10.45,0,0.3,52.25,138,40,8,21,1,13,1884
6.96,1,22,1,0.5,4.76,0,0.3,28.56,231,237,1,29,0,19,2205
5.2,1,24,1,0.5,1.29,0,0.3,27.09,249,17,1,5,4,17,1506
8.64,1,24.5,1,0.5,8.02,5.76,0.3,40.08,233,138,2,26,0,17,1801
6.04,1,23,0,0.5,4.76,0,0.3,28.56,261,163,6,24,6,15,2323
8.75,1,30,0,0.5,7.31,5.76,0.3,43.87,138,238,6,26,1,14,1752
12.81,1,40,0,0.5,8.16,0,0.3,48.96,138,209,2,25,6,14,2170
6.4,1,22.5,0.5,0.5,5.9,5.76,0.3,35.46,249,228,6,14,3,23,1347
5.93,1,23.5,1,0.5,5.06,0,0.3,30.36,68,17,1,18,3,19,1958
11.12,1,33,1,0.5,4,0,0.3,38.8,231,244,5,2,2,19,1429
7.04,1,26,0.5,0.5,5.46,0,0.3,32.76,79,257,6,24,6,1,2567
5.33,1,22.5,0,0.5,4.66,0,0.3,27.96,233,41,2,7,2,11,1250
3.84,1,28,1,0.5,5.96,0,0.3,35.76,90,141,11,30,4,16,1288
12.3,1,35,0.5,0.5,7.25,0,0.3,43.55,138,148,6,4,0,20,2456
21.05,1,62,0.5,0.5,6,0,0.3,69.3,79,205,7,28,5,22,2184
9.8,1,29.5,0.5,0.5,15,0,0.3,45.8,127,162,5,4,4,21,1094
12.7,1,36.5,0.5,0.5,8.7,5.76,0.3,52.26,138,90,3,27,1,20,42
10.21,1,34,0.5,0.5,8.82,0,0.3,44.12,236,225,5,5,5,22,3588
3.58,2,23,0,0.5,0,0,0.3,23.8,7,233,10,18,3,8,3905.000000000001
9.58,1,32,0.5,0.5,6.66,0,0.3,39.96,234,243,8,7,1,22,1356
6.1,1,22.5,0,0.5,5.8,0,0.3,29.1,138,145,3,28,2,12,1177
4.5,1,22.5,0,0.5,4.65,0,0.3,27.95,43,125,7,18,2,13,2974
12.4,1,37,0,0.5,7.56,0,0.3,45.36,138,87,9,24,0,15,1399
4.95,1,22,0,0.5,4.56,0,0.3,27.36,211,262,11,17,5,16,1176
7.9,2,24,0,0.5,0,5.76,0.3,30.56,138,161,6,17,6,16,1394
15.94,1,45.5,0,0.5,9.26,0,0.3,55.56,132,255,6,25,0,13,99
10.04,1,43,1,0.5,10.11,5.76,0.3,60.67,138,90,5,4,4,17,3105
6.1,1,25.5,0,0.5,5.25,0,0.3,31.55,238,193,5,13,6,15,2359
3.32,1,23.5,0,0.5,6.08,0,0.3,30.38,246,148,3,29,3,15,1208
8.82,2,26.5,0.5,0.5,0,0,0.3,27.8,132,196,4,18,2,21,2325
8.8,2,27.5,0,0.5,0,0,0.3,28.3,132,35,2,12,0,13,102
5.9,1,22,0,0.5,4,5.76,0.3,32.56,231,227,10,16,1,14,1556
9.84,1,30.5,0.5,0.5,6.36,0,0.3,38.16,263,49,11,16,4,23,3383
24.51,1,68,0,0.5,15.44,8.4,0.3,92.64,132,220,9,15,5,8,1469
7.52,1,27,0.5,0.5,6.81,5.76,0.3,40.87,13,26,9,20,3,21,3246
0.12,2,3,0.5,0.5,0,0,0.3,4.3,237,237,7,31,1,22,1868
3.8,1,25,0,0.5,5.16,0,0.3,30.96,234,237,5,3,3,11,1645
5.4,2,23.5,1,0.5,0,0,0.3,25.3,79,238,3,19,0,16,111
7.03,1,28.5,0,0.5,5.86,0,0.3,35.16,166,107,4,14,5,17,1406
9.65,1,34,1,0.5,7.16,0,0.3,42.96,138,125,11,16,4,17,1490
8.4,2,26.5,0,0.5,0,5.76,0.3,33.06,138,262,10,29,0,9,1163
7.52,1,35,0,0.5,8.95,0,0.3,44.75,87,143,2,4,6,17,761
4.3,1,27.5,0,0.5,7.05,0,0.3,35.35,100,13,9,13,3,9,1976
6.67,1,22.5,0.5,0.5,4.76,0,0.3,28.56,87,225,6,4,0,0,1618
9.3,1,28.5,0.5,0.5,5.95,0,0.3,35.75,138,225,11,29,3,22,2090
7.73,1,24.5,0,0.5,6.21,5.76,0.3,37.27,138,116,3,18,6,9,2848
5.3,1,28.5,0.5,0.5,2.98,0,0.3,32.78,90,181,3,8,3,19,70
13.52,1,45.5,0,0.5,9.26,0,0.3,55.56,87,138,8,9,3,15,1210
14,1,56,0,0,11,12.5,0.3,79.8,158,1,1,28,6,13,1598
6.5,2,23.5,0.5,0.5,0,0,0.3,24.8,249,188,2,11,6,2,1035
23.61,1,62.5,0.5,0.5,12.76,0,0.3,76.56,132,228,3,5,0,21,1614
14.76,1,60,0,0.5,0,0,0.3,60.8,140,76,11,19,0,14,1949
22.04,1,78.5,0,0.5,23,5.76,0.3,108.06,138,138,5,22,1,14,2335
10.2,1,29,0,0.5,5.95,0,0.3,35.75,79,138,10,12,4,5,2267
11.05,1,37,0,0.5,7.56,0,0.3,45.36,249,69,11,29,3,10,1314
8.22,1,25.5,0.5,0.5,8.14,5.76,0.3,40.7,263,138,3,18,6,5,1369
8.8,2,28.5,0.5,0.5,0,0,0.3,29.8,234,116,6,9,5,5,1801
9.4,1,31,0,0.5,6.35,0,0.3,38.15,264,236,11,28,2,9,1371
6.9,1,21.5,0.5,0.5,4.55,0,0.3,27.35,114,74,3,7,2,22,1345
6.4,1,22.5,0,0.5,0,2.75,0.3,26.05,140,232,8,1,2,9,1290
13.12,1,47.5,0,0.5,10.81,5.76,0.3,64.87,68,138,2,16,4,11,1286
9.5,1,40,0,0.5,0,0,0.3,40.8,138,239,11,8,3,14,1139
9.41,1,31,0.5,0.5,6.46,0,0.3,38.76,87,66,12,20,3,21,2126
6.3,1,21.5,0,0.5,4.45,0,0.3,26.75,151,107,11,18,6,9,2588
11.19,1,33,0.5,0.5,8.01,5.76,0.3,48.07,138,230,10,17,2,23,896
5.8,1,22.5,1,0.5,4.85,0,0.3,29.15,68,140,10,15,0,17,45
8,1,27.5,0.5,0.5,5.76,0,0.3,34.56,138,163,6,22,4,23,1406
7.7,1,25,0,0.5,4,0,0.3,29.8,87,75,10,13,5,17,2421
0.1,1,70,0,0,10,0,0.3,80.3,51,51,7,27,4,17,1672
10.1,1,34.5,0,0.5,8.2,5.76,0.3,49.26,138,161,1,9,1,14,2346
8.3,1,29,1,0.5,7.7,0,0.3,38.5,233,225,8,17,4,18,1401
9.01,1,26.5,0,0.5,9.92,5.76,0.3,42.98,138,237,12,8,5,15,1574
8.8,1,26,0.5,0.5,8.26,5.76,0.3,41.32,138,238,4,5,3,0,2194
2.66,1,25.5,0,0.5,4.73,0,0.3,31.03,79,162,3,27,1,8,971
6.79,1,24,1,0.5,5.16,0,0.3,30.96,162,13,4,6,4,17,1505
11.62,1,33,0.5,0.5,10.29,0,0.3,44.59,230,220,4,5,3,0,1561
8.93,1,39,1,0.5,9.31,5.76,0.3,55.87,100,138,3,29,3,17,1642
15.67,1,48.5,0,0.5,6,5.76,0.3,61.06,138,88,5,14,0,8,1790
11.26,1,34,0.5,0.5,7.06,0,0.3,42.36,138,25,10,3,2,20,1394
8.9,1,25.5,0.5,0.5,6.5,5.76,0.3,39.06,138,164,9,23,6,22,1394
9,1,27.5,0.5,0.5,5.76,0,0.3,34.56,138,141,3,25,6,21,2034
8.63,1,28.5,0.5,0.5,5.96,0,0.3,35.76,263,37,9,2,6,2,3260
4.7,1,22,0.5,0.5,3.5,0,0.3,26.8,164,7,12,8,5,23,3244
10,1,28,0,0.5,2.88,0,0.3,31.68,262,259,9,1,5,11,1912
10.36,1,30.5,0,0.5,7.41,5.76,0.3,44.47,138,161,3,18,6,16,3598
7.1,1,23,0.5,0.5,4.86,0,0.3,29.16,233,231,12,8,5,21,2938
6.28,1,23.5,0,0.5,7.29,0,0.3,31.59,230,87,3,25,6,19,1013
9.28,1,27.5,0.5,0.5,5.76,0,0.3,34.56,138,97,7,3,1,21,1290
10.4,1,33.5,0,0.5,8,5.76,0.3,48.06,113,138,12,21,4,8,1597
13.7,1,40,0.5,0.5,9.4,5.76,0.3,56.46,87,96,11,30,4,22,2434
10.57,1,29.5,0.5,0.5,7.31,5.76,0.3,43.87,162,138,6,16,5,4,2526
6.44,1,21.5,0,0.5,4.46,0,0.3,26.76,87,237,4,7,5,15,3437
7.26,1,23,0.5,0.5,4.86,0,0.3,29.16,236,249,10,4,3,22,1890
9.28,2,27,0.5,0.5,0,0,0.3,28.3,163,127,1,21,6,2,3551
17.48,1,66,0,0,4,0,0.3,70.3,143,1,8,18,5,17,2568
11.53,1,35,0.5,0.5,8.41,5.76,0.3,50.47,138,143,10,4,3,23,1782
6.84,1,24.5,1,0.5,5.26,0,0.3,31.56,211,166,9,24,0,17,1583
12.6,1,39,0,0.5,9.1,5.76,0.3,54.66,138,234,11,7,2,7,2333
6.1,1,24.5,0,0.5,2.5,0,0.3,27.8,162,42,5,22,1,15,2171
5.5,1,25.5,0.5,0.5,5.35,0,0.3,32.15,164,97,5,14,0,20,845
16.48,1,44.5,0.5,0.5,9.16,0,0.3,54.96,138,178,3,5,0,21,1589
10.9,2,44,1,0.5,0,0,0.3,45.8,138,125,5,17,3,17,1110
4.3,4,23,0,0.5,0,0,0.3,23.8,230,41,9,5,2,15,1374
11.5,1,37,0,0.5,7.55,0,0.3,45.35,138,231,1,29,0,10,2040
9.8,2,32.5,0,0.5,0,5.76,0.3,39.06,138,68,3,30,4,16,1797
5,1,21.5,0,0.5,4.45,0,0.3,26.75,238,79,1,6,5,19,2150
8.3,1,25,0,0.5,5.15,0,0.3,30.95,127,48,2,7,2,9,2177
11.57,1,42.5,0,0.5,9.81,5.76,0.3,58.87,138,162,10,3,2,9,1285
5.37,1,25,0,0.5,5.16,0,0.3,30.96,186,87,6,24,6,19,1561
11.5,2,31.5,0.5,0.5,0,0,0.3,32.8,132,138,12,12,2,5,1394
9.91,1,33,0.5,0.5,6.17,0,0.3,40.47,161,181,10,3,2,23,1742
12.45,1,42.5,0,0.5,9.81,5.76,0.3,58.87,138,163,3,5,0,9,1533
14.3,1,42.5,0,0.5,9.8,5.76,0.3,58.86,138,87,10,12,4,9,2162
7.4,1,31.5,0,0.5,8.05,0,0.3,40.35,164,37,2,7,2,10,1418
9.66,1,34,0,0.5,8.11,5.76,0.3,48.67,230,138,7,29,6,16,1747
9.2,1,26.5,0.5,0.5,6.44,5.76,0.3,40,138,162,2,4,6,20,1085
12.39,1,37.5,0.5,0.5,8.91,5.76,0.3,53.47,164,138,4,4,2,4,2062
10.4,1,33.5,0.5,0.5,5.22,0,0.3,40.02,36,26,8,9,3,22,2090
8.75,1,30.5,0,0.5,4.7,0,0.3,36,238,209,10,4,3,13,1372
5.09,1,27,0,0.5,5.56,0,0.3,33.36,50,231,6,5,1,8,1334
5.6,2,23.5,0,0.5,0,0,0.3,24.3,264,13,5,17,3,9,2283
9.31,1,26.5,0.5,0.5,6.71,5.76,0.3,40.27,138,239,2,23,4,23,1804
10.9,1,30.5,0.5,0.5,9.35,5.76,0.3,46.91,138,243,7,18,2,1,1514
20,1,59,0,0.5,0,5.76,0.3,65.56,205,94,6,17,6,17,1426
12.8,2,36,0,0.5,0,0,0.3,36.8,132,138,1,21,6,11,6307
7.56,1,29.5,0.5,0.5,7.7,0,0.3,38.5,114,7,5,2,2,0,948
8.14,1,29.5,0.5,0.5,7.7,0,0.3,38.5,231,75,10,11,3,23,1337
9.1,1,29.5,0.5,0.5,6,5.76,0.3,42.56,138,68,5,22,1,23,1131
8.6,1,25.5,0.5,0.5,9.75,5.76,0.3,42.31,138,262,7,17,1,22,3588
8.87,2,28,0,0.5,0,5.76,0.3,34.56,138,186,1,20,5,12,1108
8.3,1,26.5,0,0.5,6.6,5.76,0.3,39.66,263,138,4,26,3,14,2085
12.5,1,39.5,0,0.5,12.05,0,0.3,52.35,170,241,3,8,3,12,1452
12.68,1,36.5,0,0.5,7.3,5.76,0.3,50.36,230,138,8,19,6,12,2502
4.96,1,21.5,1,0.5,6.99,0,0.3,30.29,138,145,11,8,3,18,2252
10.94,1,44.5,1,0.5,10.41,5.76,0.3,62.47,138,230,5,4,4,17,1777
10.03,1,29,0.5,0.5,7.21,5.76,0.3,43.27,164,138,2,15,3,5,3820.000000000001
4.9,1,24.5,0.5,0.5,3.5,0,0.3,29.3,239,211,6,26,1,22,2957
9.2,2,32.5,0.5,0.5,0,0,0.3,33.8,142,49,6,6,2,23,55
15.4,1,51,0,0.5,11.5,5.76,0.3,69.06,261,138,12,20,3,15,1397
6.93,1,24,0,0.5,4.96,0,0.3,29.76,33,100,3,17,5,10,29.000000000000004
7.19,1,27.5,0.5,0.5,8.64,0,0.3,37.44,164,223,4,25,2,23,1219
6.93,1,26.5,0,0.5,5.46,0,0.3,32.76,230,13,9,4,1,15,1551
6.6,1,26.5,0,0.5,5.45,0,0.3,32.75,186,152,8,31,4,14,1889
15.5,1,47,0,0.5,0,0,0.3,47.8,138,178,4,20,4,8,2779
11.3,1,37,0,0.5,8.7,5.76,0.3,52.26,125,138,4,17,1,13,1369
15.2,1,46.5,0.5,0.5,10.7,5.76,0.3,64.26,138,143,9,25,1,21,2062
14.05,1,48,1,0.5,10,0,0.3,59.8,138,181,6,5,1,16,2110
5.9,1,23.5,1,0.5,5.05,0,0.3,30.35,164,66,8,17,4,15,1737
9.78,1,33.5,0.5,0.5,10.14,5.76,0.3,50.7,230,95,3,28,2,23,2235
10.92,1,37,0,0.5,8.71,5.76,0.3,52.27,138,161,1,29,0,11,3858.000000000001
9.31,1,34,1,0.5,12.47,5.76,0.3,54.03,161,138,11,7,2,18,1331
7.5,1,38,0,0,10,10.5,0.3,58.8,238,265,6,24,6,7,2794
2.54,2,22,0,0.5,0,0,0.3,22.8,141,186,11,20,1,14,1954
14,1,39,0.5,0.5,7,0,0.3,47.3,132,7,7,5,3,23,2243
6.95,1,23.5,0.5,0.5,6.2,0,0.3,31,48,17,9,24,0,1,1396
7.12,1,24.5,1,0.5,5.26,0,0.3,31.56,161,231,9,24,0,19,1199
8,1,26,0,0.5,6.5,5.76,0.3,39.06,138,162,1,16,1,12,1194
10.36,2,36,0.5,0.5,0,0,0.3,37.3,48,213,5,16,2,23,1895
3.93,2,24,1,0.5,0,0,0.3,25.8,143,90,4,18,2,18,1957
5.17,1,22.5,0,0.5,6.99,0,0.3,30.29,233,166,4,17,1,13,1757
8.18,1,27,0,0.5,5.56,0,0.3,33.36,140,231,1,9,1,9,1285
8.4,2,28,0.5,0.5,0,0,0.3,29.3,7,62,12,23,6,0,1090
14.2,1,47.5,0,0.5,9.66,0,0.3,57.96,138,13,3,28,2,7,1873
13.14,1,38.5,0,0.5,7.86,0,0.3,47.16,138,13,10,14,6,10,1402
13.25,1,38,0.5,0.5,9.01,5.76,0.3,54.07,230,138,10,18,3,4,1600
13.09,1,53,0,0,10.66,0,0.3,63.96,132,265,3,16,4,6,1372
11.4,1,33.5,0.5,0.5,6.08,5.76,0.3,46.64,238,92,10,27,5,22,1721
5.32,1,25,1,0.5,5.36,0,0.3,32.16,107,238,2,8,3,18,3638
7.6,1,23,0.5,0.5,10,0,0.3,34.3,249,257,8,9,3,23,3328
9.25,1,34,0,0.5,10.14,5.76,0.3,50.7,164,138,12,20,3,9,1220
5.7,1,23,0,0.5,4,0,0.3,27.8,140,209,11,28,2,10,2384
9.87,1,28,0.5,0.5,0,0,0.3,29.3,261,41,12,21,4,22,1560
6.71,1,29,0,0.5,5.96,0,0.3,35.76,164,223,9,22,5,16,1921
8,1,27.5,1,0.5,3.5,0,0.3,32.8,113,257,5,14,0,18,1688
12.39,1,54,0,0.5,10.96,0,0.3,65.76,132,181,3,26,0,8,1177
24.6,1,70.5,0,0.5,17.8,0,0.3,89.1,132,181,4,7,5,18,2286
8.8,1,39.5,0,0.5,11.5,5.76,0.3,57.56,138,100,3,8,3,11,1511
9.4,1,34.5,0,0.5,6,5.76,0.3,47.06,161,138,5,23,2,14,2301
4.65,1,21.5,0,0.5,6.69,0,0.3,28.99,162,151,5,26,5,10,2430
9.27,1,29,0.5,0.5,6.06,0,0.3,36.36,186,243,11,28,2,0,1635
3.14,1,21.5,0,0.5,4.46,0,0.3,26.76,144,170,9,22,5,18,1492
5.3,2,26.5,0,0.5,0,0,0.3,27.3,264,264,3,10,5,17,2123
35.3,1,148,0,0,20,0,0.3,168.3,132,1,3,8,3,14,1609
7.37,1,29,0,0.5,7.45,0,0.3,37.25,140,13,5,3,3,9,1459
9.1,2,26.5,0.5,0.5,0,5.76,0.3,33.56,262,129,1,10,2,22,1099
9.21,1,32.5,0,0.5,7.81,5.76,0.3,46.87,164,138,9,14,4,7,63.00000000000001
24.51,1,101.5,1,0.5,30.99,0,0.3,134.29,230,265,3,27,1,17,1531
9.65,1,31.5,0,0.5,7.61,5.76,0.3,45.67,162,138,2,27,1,14,2541
9.6,1,28,0,0.5,8.6,5.76,0.3,43.16,170,138,3,16,4,11,1902
9.97,2,36,0.5,0.5,0,0,0.3,37.3,138,249,6,29,4,20,2313
8.31,1,28.5,0,0.5,4,5.76,0.3,39.06,138,170,8,9,3,10,1686
4.7,1,22.5,1,0.5,6.05,0,0.3,30.35,264,264,11,29,3,17,2396
8.3,1,29,1,0.5,7.3,5.76,0.3,43.86,138,238,5,14,0,17,1703
6.15,1,29.5,0,0.5,6.06,0,0.3,36.36,231,75,9,26,2,7,1974
7.3,1,22.5,0.5,0.5,2.3,0,0.3,26.1,263,88,5,15,1,20,1000
10.89,1,34,0,0.5,10.14,5.76,0.3,50.7,138,163,3,25,6,18,1203
9.3,1,30.5,0,0.5,6.25,0,0.3,37.55,239,231,6,26,1,11,1780
6.76,1,23,1,0.5,4.96,0,0.3,29.76,261,238,12,19,2,19,1051
7.2,1,25,0,0.5,4,0,0.3,29.8,138,37,3,27,1,10,3189
3.66,1,21.5,0,0.5,4.46,0,0.3,26.76,144,229,10,6,5,16,2407
5.49,1,21.5,0,0.5,4.46,0,0.3,26.76,230,261,9,4,1,6,2453
0.1,2,3,0,0.5,0,0,0.3,3.8,161,161,6,7,3,11,1673
11.35,1,33.5,0.5,0.5,8.11,5.76,0.3,48.67,163,138,6,27,2,5,2433
9.2,1,40.5,0,0.5,10,5.76,0.3,57.06,138,162,5,3,3,11,3881.000000000001
11,2,39.5,0,0.5,0,5.76,0.3,46.06,138,163,5,17,3,12,1240
15.52,1,42.5,1,0.5,13.29,0,0.3,57.59,132,112,3,5,0,16,2316
9.1,1,31,0,0.5,6.36,0,0.3,38.16,262,261,8,21,1,8,1990
9.2,1,34,0.5,0.5,7.06,0,0.3,42.36,125,244,2,26,0,21,2155
0.04,2,2.5,0,0.5,0,0,0.3,3.3,41,41,12,22,5,12,2572
6.35,2,25,0.5,0.5,0,0,0.3,26.3,249,7,2,8,3,22,3200
10.72,1,32.5,0.5,0.5,10.14,0,0.3,43.94,132,61,9,22,5,23,1901
8.28,1,32,0.5,0.5,7.81,5.76,0.3,46.87,230,160,12,19,2,22,1763
7.1,1,28,0.5,0.5,4.4,0,0.3,33.7,68,223,12,20,3,22,1441
6.72,1,22.5,0.5,0.5,4.76,0,0.3,28.56,113,188,5,5,5,2,2863
10.5,1,29.5,0.5,0.5,7.3,5.76,0.3,43.86,79,138,4,17,1,4,1722
2.77,1,25.5,1,0.5,6.82,0,0.3,34.12,237,234,5,23,2,18,3137
5.7,1,22.5,0,0.5,3.5,0,0.3,26.8,162,129,11,30,4,12,1446
13.95,2,38.5,0.5,0.5,0,0,0.3,39.8,132,129,10,29,0,5,1588
4.9,1,29,0.5,0.5,6.05,0,0.3,36.35,237,231,7,27,4,10,2355
10.29,1,30,0,0.5,9.14,5.76,0.3,45.7,163,138,5,5,5,8,2407
7.52,2,30.5,0,0.5,0,0,0.3,31.3,166,226,6,7,3,8,2534
10.77,1,33,0,0.5,7.91,5.76,0.3,47.47,143,138,1,18,3,6,1675
6.18,1,27.5,0,0.5,7.08,0,0.3,35.38,238,233,6,4,0,11,2465
4.7,2,24,1,0.5,0,0,0.3,25.8,114,263,10,29,0,17,2038
12.41,1,36.5,0,0.5,8.61,5.76,0.3,51.67,230,138,3,17,5,8,1862
8.2,1,23,0.5,0.5,6,5.76,0.3,36.06,138,170,3,25,6,23,2390
6.18,1,23,0.5,0.5,4.86,0,0.3,29.16,79,36,10,7,6,2,1602
0.11,1,3,0.5,0.5,10,0,0.3,14.3,100,100,8,29,2,23,2155
7.2,1,23.5,0,0.5,4.85,0,0.3,29.15,226,232,9,12,2,7,1392
8.89,1,27.5,0,0.5,5.7,0,0.3,34,107,157,1,7,6,11,1597
6.08,1,21.5,0.5,0.5,4.56,0,0.3,29.31,88,37,11,16,4,21,2039
6.46,1,22,0,0.5,4.56,0,0.3,27.36,132,265,2,6,1,14,1701
4.56,1,22,0.5,0.5,4.66,0,0.3,27.96,90,263,8,9,3,23,2346
8.97,1,27.5,0,0.5,0,0,0.3,28.3,132,131,3,19,0,10,2708
16,1,44,0,0.5,10,5.76,0.3,60.56,138,261,8,16,3,12,1311
10.1,1,29,0.5,0.5,5.45,0,0.3,35.75,138,79,11,26,0,22,2668
4.67,1,35,1,0.5,9.2,0,0.3,46,236,114,6,27,2,16,2143
5.6,1,22,0,0.5,5.7,0,0.3,28.5,166,68,2,26,0,15,1944
13.8,1,58.5,0,0,10,12.5,0.3,81.3,13,1,11,18,6,17,1457
10.1,1,29.5,1,0.5,7.82,0,0.3,39.12,138,79,5,1,1,19,2817
9.1,1,27,0.5,0.5,5.11,5.76,0.3,39.17,138,238,10,17,2,21,2062
10.4,1,31,0,0.5,9.35,5.76,0.3,46.91,229,138,3,27,1,13,1995
11.65,1,36.5,0.5,0.5,11.34,0,0.3,49.14,163,181,9,14,4,20,70
20.1,1,65,0,0.5,5.55,0,0.3,71.35,132,21,6,4,0,8,2252
5.74,1,26.5,1,0.5,5.66,0,0.3,33.96,13,163,11,7,2,18,1827
0.4,1,3,0.5,0.5,0.85,0,0.3,5.15,264,264,1,19,4,21,1623
11.32,1,33.5,0,0.5,8.01,5.76,0.3,48.07,138,137,3,28,2,9,2125
0.11,1,2.5,0.5,0.5,1.14,0,0.3,4.94,113,113,5,25,4,21,1138
6.8,1,25.5,0,0.5,30,0,0.3,56.3,247,162,11,17,5,19,1727
5.3,2,65,0,0,0,0,0.3,65.3,161,265,6,7,3,15,1164
4.7,1,25,0,0.5,5.15,0,0.3,30.95,48,144,10,6,5,16,1704
5.27,1,21.5,0.5,0.5,4.56,0,0.3,27.36,107,151,1,16,1,22,2010
5.63,1,25,0.5,0.5,5.26,0,0.3,31.56,79,79,6,24,6,1,2896
4.39,1,23.5,0,0.5,6.08,0,0.3,30.38,211,230,5,15,1,10,3912.000000000001
6.3,1,125,0,0,10,0,0.3,135.3,265,265,10,15,0,23,1819
10.12,1,32,0,0.5,7.71,5.76,0.3,46.27,170,138,1,5,4,10,3516
10.58,1,30.5,0.5,0.5,6.36,0,0.3,38.16,107,69,2,26,0,0,978
7.86,1,25,0,0.5,5.16,0,0.3,30.96,209,236,9,22,5,18,2287
7.35,1,29.5,0,0.5,6.06,0,0.3,36.36,161,181,9,3,0,17,1685
8.81,1,26.5,0,0.5,6.61,5.76,0.3,39.67,138,107,12,9,6,11,1789
6.2,1,21.5,0,0.5,2.7,0,0.3,25,42,237,1,6,5,15,1902
8.73,2,25,0,0.5,0,5.76,0.3,31.56,138,164,1,30,1,15,1956
8.27,1,32,0,0.5,6.56,0,0.3,39.36,43,261,5,16,2,8,1086
10.9,2,42,0,0.5,0,5.76,0.3,48.56,138,230,6,8,4,12,1572
9.81,1,28,0,0.5,6.91,5.76,0.3,41.47,170,138,3,8,3,5,3929.000000000001
17.2,1,46.5,0.5,0.5,9.55,0,0.3,57.35,138,14,8,20,0,22,850
7.39,1,28.5,1,0.5,6.06,0,0.3,36.36,152,234,11,29,3,16,1605
3.8,1,31.5,0.5,0,8.55,10.5,0.3,51.35,87,265,10,11,3,22,1881
6.31,1,21.5,0,0.5,4.46,0,0.3,26.76,186,166,3,8,3,8,1876
7.5,1,30,1,0.5,6.35,0,0.3,38.15,87,264,3,6,1,18,1364
9.96,1,38,0,0.5,8.91,5.76,0.3,53.47,138,230,6,25,0,11,1428
8.3,1,24,0,0.5,6.1,5.76,0.3,36.66,262,138,10,28,6,7,2179
6,1,21.5,0,0.5,3.35,0,0.3,25.65,87,161,10,14,6,17,2188
6.6,1,25,0.5,0.5,5.25,0,0.3,31.55,238,231,2,23,4,20,1098
10.39,1,32,1,0.5,4,5.76,0.3,43.56,138,48,1,16,1,19,1763
9.96,1,30.5,0.5,0.5,11.27,5.76,0.3,48.83,163,257,1,18,3,23,1064
18.75,1,80.5,0.5,0.5,14,0,0.3,95.8,132,265,6,14,3,20,2003
7.06,1,23.5,0.5,0.5,4,0,0.3,28.8,162,33,6,26,1,21,1066
11.8,1,34,0.5,0.5,8,0,0.3,43.3,161,93,3,28,2,2,2077
9.1,1,26.5,0,0.5,5.45,0,0.3,32.75,13,262,5,26,5,7,145
16.54,1,63,0.5,0,14.86,10.5,0.3,89.16,230,1,10,6,5,5,1479
0.11,2,3,0,0.5,0,0,0.3,3.8,137,137,10,29,0,13,3277
20.6,1,56,0,0.5,11.35,0,0.3,68.15,132,33,12,9,6,10,2056
5.5,1,23,0.5,0.5,4.86,0,0.3,29.16,249,17,5,12,5,22,1329
8.04,1,26,0,0.5,6.51,5.76,0.3,39.07,138,233,9,14,4,9,3311
12.7,1,40.5,1,0.5,7,5.76,0.3,55.06,138,246,10,3,2,19,2207
7.8,1,38,0,0.5,7.75,0,0.3,46.55,52,164,10,5,4,13,2077
6,1,23.5,0.5,0.5,4.95,0,0.3,29.75,13,238,9,22,5,23,2094
9.7,1,35.5,0,0.5,8.4,5.76,0.3,50.46,138,163,4,3,1,13,1620
9.1,1,28.5,1,0.5,7.2,5.76,0.3,43.26,138,238,2,5,0,17,2052
10.91,2,31,0,0.5,0,5.76,0.3,37.56,163,138,2,18,6,9,4425
10.83,1,31.5,0,0.5,7.61,5.76,0.3,45.67,138,162,9,4,1,15,2241
9.05,1,28,0,0.5,6.91,5.76,0.3,41.47,162,138,6,6,2,14,1415
3.91,1,30,0,0.5,7.31,5.76,0.3,43.87,226,100,3,6,1,8,2046
7.5,1,23,0.5,0.5,4.85,0,0.3,29.15,100,244,12,9,6,1,1596
19.6,1,59.5,0,0.5,10,0,0.3,70.3,132,25,6,16,5,16,3396
6.34,1,22,0.5,0.5,4.66,0,0.3,27.96,138,229,3,16,4,21,2513
